age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,age_group,prediccion,probabilidad_exito
30,technician,single,university.degree,no,yes,no,cellular,aug,thu,979,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,Joven,1,0.5316888504968784
55,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,1077,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,Maduro,1,0.5511716594757807
30,technician,married,professional.course,no,yes,no,cellular,mar,tue,368,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,Joven,1,0.7575009489458097
37,admin.,single,high.school,no,no,no,cellular,oct,thu,509,1,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,Adulto,1,0.6691604495328966
60,retired,married,university.degree,no,no,no,cellular,dec,fri,439,3,6,2,success,-3.0,92.713,-33.0,0.718,5023.5,Maduro,1,0.8864170172468275
31,admin.,married,university.degree,no,no,no,cellular,aug,tue,317,2,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,Adulto,1,0.5783100838655931
33,technician,married,professional.course,no,no,no,cellular,aug,tue,1241,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Adulto,1,0.7559801368044933
54,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,743,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,Maduro,1,0.5888824600466201
32,technician,single,high.school,no,yes,no,cellular,may,tue,1531,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,Adulto,1,0.9667260666079566
24,student,single,high.school,no,yes,no,cellular,aug,fri,456,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,Joven,1,0.6076848341489687
33,technician,married,high.school,no,yes,no,cellular,jul,fri,1360,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,Adulto,1,0.8202028541785333
25,admin.,married,high.school,no,yes,no,cellular,nov,thu,702,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,Joven,1,0.836989440113463
32,technician,single,university.degree,no,no,no,cellular,jun,mon,1048,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,Adulto,1,0.9563390527462089
19,student,single,basic.6y,no,yes,no,cellular,sep,thu,161,2,6,4,success,-1.1,94.199,-37.5,0.879,4963.6,Joven,1,0.6062370033818353
29,admin.,married,university.degree,no,no,yes,cellular,jun,tue,347,3,5,1,success,-1.7,94.055,-39.8,0.702,4991.6,Joven,1,0.7469806038904213
53,admin.,married,university.degree,no,yes,no,cellular,nov,tue,409,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,Maduro,1,0.5554959862100256
27,student,single,unknown,no,yes,no,telephone,apr,thu,390,1,4,1,success,-1.8,93.749,-34.6,0.635,5008.7,Joven,1,0.7504114355773326
31,technician,single,high.school,no,no,no,cellular,aug,wed,1033,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Adulto,1,0.542909892441508
54,unemployed,married,high.school,no,yes,no,cellular,dec,wed,346,1,999,0,nonexistent,-3.0,92.713,-33.0,0.721,5023.5,Maduro,1,0.5181714316267563
37,blue-collar,married,high.school,no,no,no,telephone,may,fri,1236,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,Adulto,1,0.5782093188026134
60,retired,married,high.school,no,yes,no,cellular,aug,tue,443,2,999,2,failure,-1.7,94.027,-38.3,0.886,4991.6,Maduro,1,0.7000763316873729
57,blue-collar,divorced,basic.4y,no,no,no,cellular,jun,mon,233,1,12,1,success,-2.9,92.963,-40.8,1.266,5076.2,Maduro,1,0.5870360696138259
36,technician,married,university.degree,no,unknown,unknown,cellular,sep,thu,1334,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,Adulto,1,0.9857090887942881
53,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,1330,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,Maduro,1,0.848747657007074
38,blue-collar,married,basic.6y,unknown,yes,no,cellular,nov,fri,1055,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,Adulto,1,0.5205193011217147
38,blue-collar,divorced,basic.9y,no,unknown,unknown,cellular,jul,fri,1120,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Adulto,1,0.5645848476860698
32,technician,married,professional.course,no,yes,yes,cellular,nov,wed,1554,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,Adulto,1,0.9516979144780531
53,housemaid,married,university.degree,no,yes,no,cellular,apr,thu,494,1,6,1,success,-1.8,93.749,-34.6,0.644,5008.7,Maduro,1,0.8734767164372793
40,admin.,married,university.degree,no,no,no,cellular,apr,thu,815,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,1,0.7278013360455828
26,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,295,4,6,2,success,-1.8,93.749,-34.6,0.644,5008.7,Joven,1,0.7311676008902929
24,student,single,professional.course,no,no,no,cellular,jul,wed,429,2,6,3,success,-1.7,94.215,-40.3,0.896,4991.6,Joven,1,0.9386903131553161
30,technician,single,professional.course,no,unknown,unknown,telephone,sep,tue,808,1,12,2,failure,-1.1,94.199,-37.5,0.877,4963.6,Joven,1,0.8446176600398473
42,services,married,professional.course,no,yes,no,telephone,may,tue,1205,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Adulto,1,0.5910326876203216
32,admin.,single,university.degree,no,yes,no,cellular,mar,mon,364,3,999,0,nonexistent,-1.8,92.843,-50.0,1.52,5099.1,Adulto,1,0.534756509309231
46,blue-collar,married,professional.course,no,no,no,telephone,jun,thu,1446,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,Maduro,1,0.8851597045418659
49,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,1980,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,Maduro,1,0.984905797623299
26,student,single,university.degree,no,no,no,cellular,nov,fri,181,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,Joven,1,0.7293279905073631
74,retired,divorced,basic.4y,no,yes,no,cellular,oct,mon,102,3,3,2,success,-1.1,94.601,-49.5,1.0,4963.6,Senior,1,0.6071089356656739
39,services,divorced,high.school,unknown,no,no,telephone,may,mon,2033,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Adulto,1,0.9783883468996993
24,unemployed,single,high.school,no,yes,no,cellular,may,mon,699,1,13,2,failure,-1.8,93.876,-40.0,0.697,5008.7,Joven,1,0.8118642479643695
57,housemaid,married,basic.4y,no,no,no,cellular,apr,wed,224,2,6,1,success,-1.8,93.749,-34.6,0.642,5008.7,Maduro,1,0.6401623120276845
41,admin.,married,university.degree,no,yes,no,cellular,nov,tue,95,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,Adulto,1,0.5324366453848176
42,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,1187,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Adulto,1,0.6364151029978724
29,admin.,single,professional.course,no,yes,no,cellular,may,tue,788,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,Joven,1,0.5259968209901229
47,services,single,unknown,no,unknown,unknown,cellular,mar,thu,394,2,999,0,nonexistent,-1.8,93.369,-34.8,0.643,5008.7,Maduro,1,0.7340217517978146
76,retired,married,university.degree,no,no,yes,cellular,dec,thu,324,3,4,2,success,-3.0,92.713,-33.0,0.712,5023.5,Senior,1,0.8506380069834647
35,blue-collar,married,unknown,no,yes,no,cellular,may,thu,1262,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,Adulto,1,0.870274797660509
28,admin.,single,high.school,no,yes,no,cellular,mar,fri,342,1,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,Joven,1,0.5788756858436321
65,retired,married,basic.4y,no,yes,no,cellular,oct,wed,258,1,3,3,success,-1.1,94.601,-49.5,1.043,4963.6,Senior,1,0.816411776297213
44,technician,married,professional.course,no,yes,no,cellular,sep,tue,173,1,4,1,success,-3.4,92.379,-29.8,0.755,5017.5,Adulto,1,0.6591002118665332
35,blue-collar,divorced,basic.9y,no,no,yes,cellular,jul,tue,1083,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Adulto,1,0.5244970261229975
39,technician,married,high.school,no,yes,no,cellular,jul,thu,1461,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,Adulto,1,0.895661833256441
59,retired,divorced,university.degree,no,yes,yes,cellular,aug,wed,526,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,Maduro,1,0.6883458388784759
23,student,single,basic.9y,no,yes,no,cellular,jun,tue,189,1,6,3,success,-1.7,94.055,-39.8,0.761,4991.6,Joven,1,0.5511238177955708
31,admin.,single,high.school,no,no,no,cellular,sep,fri,252,2,3,2,success,-1.1,94.199,-37.5,0.883,4963.6,Adulto,1,0.6008714380108542
48,technician,married,professional.course,no,yes,no,cellular,sep,mon,669,1,999,0,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,Maduro,1,0.8277327214922
40,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,1065,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Adulto,1,0.6172817796840316
48,technician,married,professional.course,no,yes,yes,cellular,oct,mon,450,1,8,1,success,-1.1,94.601,-49.5,0.977,4963.6,Maduro,1,0.8733492793500179
59,management,married,university.degree,no,yes,no,cellular,dec,thu,646,3,6,1,success,-3.0,92.713,-33.0,0.7,5023.5,Maduro,1,0.9490737315315464
72,admin.,married,university.degree,unknown,no,yes,cellular,oct,tue,143,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,Senior,1,0.6513168936970989
66,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,222,3,6,2,success,-1.7,94.027,-38.3,0.903,4991.6,Senior,1,0.8986679761949262
36,admin.,married,university.degree,no,yes,no,cellular,apr,thu,970,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,Adulto,1,0.7773832550647041
26,technician,single,university.degree,no,no,no,telephone,jun,thu,2635,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Joven,1,0.9996896262921083
79,retired,married,basic.4y,no,no,yes,cellular,jul,fri,464,1,999,1,failure,-1.7,94.215,-40.3,0.822,4991.6,Senior,1,0.7082822626305949
42,technician,married,professional.course,no,no,no,telephone,may,tue,1623,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Adulto,1,0.9210923113252297
32,services,single,unknown,no,no,yes,cellular,jul,thu,415,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,Adulto,1,0.6611925388273949
46,housemaid,single,university.degree,no,yes,yes,cellular,jun,fri,324,1,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,Maduro,1,0.7771135589096838
66,retired,married,basic.4y,no,yes,no,cellular,mar,tue,229,1,6,1,success,-1.8,93.369,-34.8,0.655,5008.7,Senior,1,0.8949417242507761
40,admin.,married,university.degree,no,no,no,cellular,aug,mon,246,1,3,1,success,-2.9,92.201,-31.4,0.884,5076.2,Adulto,1,0.6263705049092034
34,technician,divorced,professional.course,no,yes,no,cellular,may,fri,1190,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,Adulto,1,0.8515537762845898
39,admin.,single,university.degree,no,yes,no,cellular,aug,wed,2191,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,Adulto,1,0.9971890890721294
34,technician,married,basic.9y,no,yes,no,cellular,apr,mon,904,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,1,0.7319692583628581
34,admin.,single,university.degree,no,yes,no,cellular,mar,tue,568,1,6,3,success,-1.8,93.369,-34.8,0.652,5008.7,Adulto,1,0.9629922514706191
43,technician,married,high.school,no,no,no,cellular,jul,wed,1389,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,Adulto,1,0.8634693021076725
30,admin.,married,university.degree,no,unknown,unknown,cellular,mar,mon,291,3,8,1,success,-1.8,92.843,-50.0,1.629,5099.1,Joven,1,0.8194358756900192
43,entrepreneur,married,high.school,no,no,no,telephone,jun,thu,1141,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,Adulto,1,0.5711648437257572
26,technician,single,university.degree,no,yes,no,cellular,dec,tue,296,1,5,1,success,-3.0,92.713,-33.0,0.707,5023.5,Joven,1,0.8265128328571757
29,admin.,single,university.degree,no,yes,no,telephone,may,wed,1273,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Joven,1,0.7793559614687174
32,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,384,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Adulto,1,0.5021340269571635
64,admin.,married,high.school,no,yes,no,cellular,oct,fri,427,1,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,Senior,1,0.5552406475840911
68,retired,single,university.degree,no,no,no,cellular,sep,mon,500,2,999,1,failure,-3.4,92.379,-29.8,0.739,5017.5,Senior,1,0.6762477192153155
32,management,single,university.degree,no,yes,no,cellular,may,tue,1710,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,Adulto,1,0.9867416855196952
62,entrepreneur,married,university.degree,no,yes,no,telephone,sep,tue,722,1,999,0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,Senior,1,0.8167605195598759
25,technician,single,professional.course,no,yes,no,cellular,nov,fri,712,2,19,1,success,-1.1,94.767,-50.8,1.04,4963.6,Joven,1,0.9600366332098569
32,technician,married,university.degree,no,no,no,telephone,sep,wed,994,3,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,Adulto,1,0.9308795191409898
19,student,single,unknown,no,yes,no,telephone,apr,fri,1161,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Joven,1,0.9035069869981563
25,technician,single,university.degree,no,yes,no,cellular,jun,fri,271,2,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,Joven,1,0.7676065308360309
31,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,1573,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Adulto,1,0.9297955671022445
62,management,married,university.degree,no,yes,yes,cellular,aug,wed,345,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,Senior,1,0.5179206908024713
30,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,988,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Joven,1,0.5253470497233601
36,admin.,single,university.degree,no,yes,yes,cellular,jun,wed,1407,1,999,0,nonexistent,-1.7,94.055,-39.8,0.739,4991.6,Adulto,1,0.9901122327733552
36,self-employed,single,university.degree,no,no,no,cellular,oct,fri,480,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,Adulto,1,0.6404123776420481
56,housemaid,divorced,professional.course,no,yes,no,cellular,nov,tue,566,1,7,2,failure,-3.4,92.649,-30.1,0.72,5017.5,Maduro,1,0.7809232638880192
39,management,single,university.degree,no,yes,no,cellular,nov,fri,239,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,Adulto,1,0.6614390405144684
73,retired,married,basic.4y,no,no,no,cellular,aug,fri,453,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,Senior,1,0.6163946159884918
29,admin.,single,university.degree,no,no,no,cellular,jul,wed,873,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,Joven,1,0.5007181312326532
21,student,single,basic.9y,no,unknown,unknown,cellular,sep,tue,875,1,999,0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,Joven,1,0.9417880469077221
29,admin.,single,high.school,no,yes,no,cellular,oct,fri,292,1,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,Joven,1,0.7977261970991993
52,retired,divorced,university.degree,no,yes,yes,cellular,aug,thu,155,2,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,Maduro,1,0.5854421745625503
65,retired,married,professional.course,no,yes,no,cellular,aug,tue,261,1,6,3,success,-1.7,94.027,-38.3,0.904,4991.6,Senior,1,0.908170584596506
63,retired,married,basic.4y,no,no,no,cellular,jul,fri,273,1,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,Senior,1,0.6382690929133563
58,admin.,married,high.school,no,no,no,cellular,sep,thu,337,1,6,1,success,-1.1,94.199,-37.5,0.878,4963.6,Maduro,1,0.7263666559530215
27,admin.,single,unknown,no,no,no,cellular,mar,mon,291,1,999,3,failure,-1.8,93.369,-34.8,0.639,5008.7,Joven,1,0.5179838404855446
57,services,divorced,high.school,no,yes,yes,telephone,may,fri,1193,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Maduro,1,0.5372676075437948
31,admin.,single,university.degree,no,yes,no,cellular,jul,fri,815,2,13,2,success,-1.7,94.215,-40.3,0.861,4991.6,Adulto,1,0.9843549597992116
74,retired,divorced,university.degree,no,yes,no,cellular,may,tue,387,1,999,0,nonexistent,-1.8,93.876,-40.0,0.688,5008.7,Senior,1,0.5315822317891941
27,admin.,single,unknown,no,no,no,cellular,mar,tue,128,1,3,1,success,-1.8,93.369,-34.8,0.637,5008.7,Joven,1,0.8236716794194402
26,unemployed,single,university.degree,no,yes,no,cellular,apr,thu,618,1,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,Joven,1,0.7669950492825163
36,unemployed,married,professional.course,no,yes,no,cellular,apr,thu,835,7,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,Adulto,1,0.8416784850491766
38,self-employed,married,professional.course,no,yes,no,cellular,apr,thu,779,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,1,0.6354746633591024
66,admin.,married,university.degree,no,no,no,cellular,aug,mon,489,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,Senior,1,0.8854531307428086
65,retired,single,university.degree,no,no,no,cellular,nov,thu,88,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,Senior,1,0.6276351210864742
41,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,324,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,Adulto,1,0.6570288244979464
30,self-employed,married,university.degree,no,yes,no,telephone,mar,mon,577,7,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,Joven,1,0.7402248585963467
39,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,343,2,14,1,success,-2.9,92.201,-31.4,0.849,5076.2,Adulto,1,0.7307568204045426
31,services,married,basic.6y,no,no,no,telephone,may,thu,2087,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Adulto,1,0.9910323505441594
35,admin.,married,university.degree,no,no,no,cellular,jul,mon,768,2,3,4,success,-1.7,94.215,-40.3,0.889,4991.6,Adulto,1,0.974627637771929
32,admin.,married,university.degree,no,no,no,cellular,may,thu,1030,1,6,1,success,-1.8,92.893,-46.2,1.327,5099.1,Adulto,1,0.9328747426368602
42,management,married,university.degree,unknown,no,no,cellular,apr,fri,981,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,1,0.8058560201992709
36,admin.,married,university.degree,no,yes,no,cellular,apr,thu,483,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,Adulto,1,0.7089764426675912
51,services,married,high.school,no,yes,no,cellular,sep,tue,208,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,Maduro,1,0.691982011762769
18,student,single,basic.9y,no,yes,no,cellular,aug,tue,642,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,Joven,1,0.7737987306374882
20,student,single,university.degree,no,yes,no,cellular,jul,fri,1503,11,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,Joven,1,0.9381985663813863
31,student,single,high.school,no,yes,no,cellular,apr,fri,756,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,1,0.6668305454895439
39,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,997,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Adulto,1,0.5003640836375153
30,student,single,unknown,no,yes,no,cellular,mar,thu,292,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,Joven,1,0.7242419613541256
28,admin.,single,university.degree,no,no,no,cellular,aug,fri,262,1,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,Joven,1,0.7109052143714683
21,student,single,high.school,no,yes,no,cellular,aug,tue,263,3,9,2,success,-1.7,94.027,-38.3,0.899,4991.6,Joven,1,0.8951685585331416
31,technician,divorced,university.degree,no,no,no,cellular,may,wed,175,3,7,3,success,-1.8,93.876,-40.0,0.697,5008.7,Adulto,1,0.5071978942125849
29,services,married,basic.9y,no,yes,no,cellular,jul,fri,1389,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Joven,1,0.8750911192230565
62,retired,married,university.degree,unknown,yes,yes,cellular,aug,thu,791,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,Senior,1,0.8695453782143615
60,retired,married,professional.course,no,yes,yes,cellular,jul,thu,95,4,6,2,success,-1.7,94.215,-40.3,0.899,4991.6,Maduro,1,0.6723038124671673
47,admin.,divorced,high.school,no,yes,no,telephone,jun,thu,1224,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Maduro,1,0.7554814115513605
34,admin.,single,high.school,no,yes,no,cellular,may,wed,653,1,11,1,success,-1.8,92.893,-46.2,1.334,5099.1,Adulto,1,0.692517983318614
31,admin.,married,university.degree,no,yes,no,cellular,may,wed,954,2,10,1,success,-1.8,92.893,-46.2,1.281,5099.1,Adulto,1,0.9132549345035392
30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,739,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,Joven,1,0.6969550774523353
32,admin.,single,high.school,no,no,no,cellular,apr,thu,1143,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,1,0.9181484996366817
56,technician,divorced,professional.course,no,no,no,cellular,oct,mon,464,1,3,2,success,-1.1,94.601,-49.5,1.0,4963.6,Maduro,1,0.8743320656118854
54,admin.,married,high.school,no,no,no,cellular,jun,fri,455,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Maduro,1,0.5621845082229932
27,technician,single,university.degree,no,no,yes,cellular,nov,wed,342,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,Joven,1,0.5501356331675088
84,retired,divorced,unknown,unknown,no,no,cellular,sep,tue,333,1,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,Senior,1,0.7452633834242832
34,admin.,single,university.degree,no,no,no,cellular,nov,thu,135,1,6,1,success,-3.4,92.649,-30.1,0.714,5017.5,Adulto,1,0.5836332690007423
51,technician,married,university.degree,no,yes,no,cellular,jun,tue,303,1,10,1,success,-1.7,94.055,-39.8,0.702,4991.6,Maduro,1,0.6954251395890468
46,technician,divorced,professional.course,unknown,no,no,cellular,may,mon,927,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,Maduro,1,0.5536785456524277
66,retired,married,unknown,no,no,no,cellular,sep,tue,667,1,999,1,failure,-1.1,94.199,-37.5,0.881,4963.6,Senior,1,0.7632667686456899
34,technician,married,professional.course,no,yes,no,cellular,oct,wed,442,2,8,1,success,-3.4,92.431,-26.9,0.735,5017.5,Adulto,1,0.8826120750985323
56,admin.,married,university.degree,no,no,no,telephone,may,fri,1461,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Maduro,1,0.8633006412384903
83,housemaid,divorced,basic.4y,no,yes,no,cellular,jul,tue,667,2,3,1,success,-1.7,94.215,-40.3,0.797,4991.6,Senior,1,0.9723172494012353
36,blue-collar,single,high.school,no,yes,yes,cellular,jun,wed,342,2,3,1,success,-1.7,94.055,-39.8,0.739,4991.6,Adulto,1,0.6503777586441504
33,admin.,single,university.degree,no,no,no,cellular,jun,fri,471,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Adulto,1,0.606279936541559
26,unemployed,married,high.school,no,yes,no,cellular,jul,fri,474,7,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,Joven,1,0.7184207344996545
32,admin.,married,university.degree,no,no,no,cellular,jun,tue,596,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Adulto,1,0.7439879703987194
59,entrepreneur,divorced,high.school,unknown,yes,no,telephone,jun,thu,1268,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,Maduro,1,0.6930304816752678
67,admin.,married,basic.4y,unknown,no,no,cellular,oct,thu,299,2,2,2,success,-3.4,92.431,-26.9,0.722,5017.5,Senior,1,0.7501493764762593
28,admin.,single,university.degree,no,no,no,cellular,oct,fri,317,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,Joven,1,0.5374685241339202
28,services,single,basic.6y,no,no,no,cellular,jun,wed,385,2,4,1,success,-2.9,92.963,-40.8,1.26,5076.2,Joven,1,0.8640159467817451
55,retired,married,high.school,no,no,no,cellular,apr,fri,401,1,8,1,success,-1.8,93.075,-47.1,1.405,5099.1,Maduro,1,0.647140507969589
64,unemployed,married,basic.4y,no,yes,no,cellular,nov,thu,427,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,Senior,1,0.5912885686290461
46,technician,married,basic.9y,no,yes,no,telephone,may,fri,1135,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Maduro,1,0.5098083963948802
26,student,single,basic.9y,no,yes,no,cellular,mar,mon,1447,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,Joven,1,0.9962136639684214
50,technician,married,professional.course,no,yes,no,cellular,nov,tue,1978,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Maduro,1,0.9933754117592261
30,technician,single,professional.course,no,yes,no,cellular,sep,fri,789,2,999,0,nonexistent,-1.1,94.199,-37.5,0.883,4963.6,Joven,1,0.863125632137108
75,retired,married,basic.4y,no,no,yes,cellular,aug,fri,714,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,Senior,1,0.8419981741043616
85,retired,single,professional.course,no,no,no,cellular,mar,fri,116,7,7,2,success,-1.8,93.369,-34.8,0.653,5008.7,Senior,1,0.7938989650205188
55,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,1581,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Maduro,1,0.8645068842322727
34,admin.,single,university.degree,no,yes,no,cellular,mar,tue,265,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,Adulto,1,0.6135437684916792
36,management,divorced,university.degree,no,yes,no,cellular,sep,tue,337,1,6,1,success,-1.1,94.199,-37.5,0.881,4963.6,Adulto,1,0.7330522007152013
30,admin.,single,university.degree,no,no,no,cellular,apr,thu,662,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Joven,1,0.6251561963626531
47,blue-collar,married,basic.4y,unknown,no,no,cellular,may,mon,1001,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,Maduro,1,0.5472648709271869
27,student,single,basic.9y,no,yes,no,cellular,aug,wed,111,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,Joven,1,0.5234846246618924
49,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,832,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,1,0.6660652224319485
41,technician,married,professional.course,no,no,no,cellular,aug,tue,1476,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Adulto,1,0.9021556036261698
